paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
1,1114071,1114169,The numbers highlight a conundrum: the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society.,"As stark as the numbers themselves, is the conundrum they highlight: the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society.","The numbers highlight a conundrum: the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society. As stark as the numbers themselves, is the conundrum they highlight: the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society.",True
0,52758,52343,"Morrill's wife, Ellie, sobbed and hugged Bondeson's sister-in-law during the service.","At the service Morrill's widow, Ellie, sobbed and hugged Bondeson's sister-in-law as people consoled her.","Morrill's wife, Ellie, sobbed and hugged Bondeson's sister-in-law during the service. At the service Morrill's widow, Ellie, sobbed and hugged Bondeson's sister-in-law as people consoled her.",False
0,1290542,1290504,"About 24 percent of men who took placebo, or 1,147 men, developed prostate cancer.","The researchers found that 18 percent of the men who took finasteride, or 803 men, developed prostate cancer.","About 24 percent of men who took placebo, or 1,147 men, developed prostate cancer. The researchers found that 18 percent of the men who took finasteride, or 803 men, developed prostate cancer.",False
0,572581,572736,"Derrick Todd Lee is helped from a plane in Baton Rouge, Wednesday.","Derrick Todd Lee, 34, is shown in this photo released by the police in Baton Rouge, Monday.","Derrick Todd Lee is helped from a plane in Baton Rouge, Wednesday. Derrick Todd Lee, 34, is shown in this photo released by the police in Baton Rouge, Monday.",False
0,1288150,1287646,"The Yankees, however, had big trouble handling Victor Zambrano (4-4) for the second straight time.",The Yankees wasted no time breaking through against Zambrano (4-4) in the rematch.,"The Yankees, however, had big trouble handling Victor Zambrano (4-4) for the second straight time. The Yankees wasted no time breaking through against Zambrano (4-4) in the rematch.",False
1,941629,941684,Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia.,"Jews, Americans and their allies had ""evil"" plans to colonise nations like Indonesia, Amrozi said.","Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia. Jews, Americans and their allies had ""evil"" plans to colonise nations like Indonesia, Amrozi said.",True
1,2226559,2226541,"The high Saturday is expected to be about 92 degrees, and it will likely drop to 90 degrees Sunday and Monday.",The high today will be about 92 degrees and will drop to 90 degrees Sunday and Monday.,"The high Saturday is expected to be about 92 degrees, and it will likely drop to 90 degrees Sunday and Monday. The high today will be about 92 degrees and will drop to 90 degrees Sunday and Monday.",True
1,2170932,2170835,"In the 1990's, the board found, budget cuts and trade-offs ate away at the shuttle program's safety margins.","In the 1990s, the board found, budget cuts and trade-offs etched away at the shuttle program's thin margins of safety.","In the 1990's, the board found, budget cuts and trade-offs ate away at the shuttle program's safety margins. In the 1990s, the board found, budget cuts and trade-offs etched away at the shuttle program's thin margins of safety.",True
1,1380723,1380525,"In Virginia, Mr. Kilgore, a Republican, accused the court of undermining ""Virginia's right to pass legislation that reflects the views and values of our citizens.""","The Virginia attorney-general, Jerry Kilgore, accused the Supreme Court of undermining ""Virginia's right to pass legislation that reflects the views and values of our citizens"".","In Virginia, Mr. Kilgore, a Republican, accused the court of undermining ""Virginia's right to pass legislation that reflects the views and values of our citizens."" The Virginia attorney-general, Jerry Kilgore, accused the Supreme Court of undermining ""Virginia's right to pass legislation that reflects the views and values of our citizens"".",True
1,1979300,1979257,"Columbia was destroyed during re-entry Feb. 1, killing its seven astronauts.","The Columbia broke apart during descent on Feb. 1, killing all seven astronauts aboard.","Columbia was destroyed during re-entry Feb. 1, killing its seven astronauts. The Columbia broke apart during descent on Feb. 1, killing all seven astronauts aboard.",True
1,775031,775074,A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived.,"Investigators were searching his home in Muenster in the presence of his wife when news of his death came, prosecutor Wolfgang Schweer said.","A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived. Investigators were searching his home in Muenster in the presence of his wife when news of his death came, prosecutor Wolfgang Schweer said.",True
1,144649,144855,"Baer said he had concluded that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaeda"".","Judge Harold Baer concluded Wednesday that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaida.""","Baer said he had concluded that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaeda"". Judge Harold Baer concluded Wednesday that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaida.""",True
0,363199,362925,"Investors were askingwhether other banks, some of which are still being audited, could be dealt with in the same way.","Other Japanese banks, some of which are still being audited, could face similar scrutiny.","Investors were askingwhether other banks, some of which are still being audited, could be dealt with in the same way. Other Japanese banks, some of which are still being audited, could face similar scrutiny.",False
